IMAGEM SENSIBILIDADE ESPECIFICIDADE EXATIDÃO 
Imagem 21	67.91685310987268	97.81893233669884	94.50446388312741	
Imagem 22	61.99851662059201	98.06448594243886	93.24592142837838	
Imagem 23	70.90135503861629	92.17902711323764	90.10901499574828	
Imagem 24	61.874605844019335	97.37247075840543	91.28607150097993	
Imagem 25	37.2346182003374	98.87710772402622	90.13590550257051	
Imagem 26	50.74177438307873	98.73572152928277	92.8349880131652	
Imagem 27	65.26541777762388	97.31352407001621	93.14302451333813	
Imagem 28	65.47876508384266	97.73062575083777	93.08909167181642	
Imagem 29	59.586001164144356	98.1950575518792	93.40153568202348	
Imagem 30	40.08319079458872	99.48357166526472	92.59686585931972	
Imagem 31	70.80450482298873	94.69228409417028	92.56071346489232	
Imagem 32	62.496737387672916	98.39881089669666	94.06012869270562	
Imagem 33	66.31340750518574	97.91180683445877	94.13770580418478	
Imagem 34	73.26206532210448	88.30277405818036	86.12128997363261	
Imagem 35	70.64739599817139	97.47957812015304	94.04030524166468	
Imagem 36	61.318163985876815	98.08681153184166	92.16582583504056	
Imagem 37	71.66608574416173	96.02638369309527	92.87376853956913	
Imagem 38	64.39329954954955	97.71854073480363	93.4490827363267	
Imagem 39	57.86435275367452	98.2536137477511	93.1089085684124	
Imagem 40	64.45877847208224	98.62850631314416	94.79986809950357	
Média 	62.21529447790922	97.06348172331914	92.58322400031999	
