IMAGEM SENSIBILIDADE ESPECIFICIDADE EXATIDÃO 
Imagem 21	81.15364276125779	95.00448789788891	93.46920371539363	
Imagem 22	76.01982334299777	94.56205290301115	92.0847333951913	
Imagem 23	83.77653424594183	82.66497208931419	82.7731111341069	
Imagem 24	74.75299558545302	93.55298288734576	90.32957130949968	
Imagem 25	53.07954292262151	97.62588490222686	91.30899883096895	
Imagem 26	66.02159224441834	96.93402175423785	93.13341730889915	
Imagem 27	79.20288098618373	93.81115928740526	91.91014780100937	
Imagem 28	78.4328475160633	93.85682972579932	91.63708371486695	
Imagem 29	72.78084982537834	95.71609802384586	92.86856368563686	
Imagem 30	57.6737676877624	98.25953964976677	93.55414437598871	
Imagem 31	81.85445179536387	90.53250338937764	89.75813756461156	
Imagem 32	75.78955218315373	95.83813843827681	93.4153133505164	
Imagem 33	78.71393550820291	95.08952322488234	93.13362913579135	
Imagem 34	84.8627987196619	76.63085309406071	77.82480337141956	
Imagem 35	82.71617962513626	93.65577499741495	92.25356874022455	
Imagem 36	76.12789329148686	95.09036144578313	92.03676795754627	
Imagem 37	82.47821540606483	90.37813863356097	89.3557612500451	
Imagem 38	79.22649211711712	94.56472839155053	92.59967267956412	
Imagem 39	74.15973083052948	95.7157185102467	92.96995890157581	
Imagem 40	77.69401330376941	96.78543449286275	94.6462853296835	
Média 	75.82588699492823	93.31346018694292	91.053143677627	
