IMAGEM SENSIBILIDADE ESPECIFICIDADE EXATIDÃO 
Imagem 21	67.89651385103527	97.77025005451402	94.458923257282	
Imagem 22	60.983750252848765	97.74164032606888	92.83063230246741	
Imagem 23	71.28520556814503	92.18799840510367	90.15445665720341	
Imagem 24	62.24511246583981	97.32081196743864	91.3067964226983	
Imagem 25	35.582646337969884	98.6956567473466	89.74592757423798	
Imagem 26	50.995152761457106	98.61320594457972	92.75868763346922	
Imagem 27	63.75913293396586	97.15138234882745	92.80596611391493	
Imagem 28	65.5571227080395	97.61049170653571	92.99752360245925	
Imagem 29	60.015279394644935	98.07593135030322	93.35049683830171	
Imagem 30	38.05784481418131	99.39843491116719	92.28678694243258	
Imagem 31	70.4560375738599	94.07576372326845	91.96811219316548	
Imagem 32	62.47436518885865	98.21583250044847	93.8965591824228	
Imagem 33	66.50198001131436	97.62584407612032	93.90842136084146	
Imagem 34	74.4491749277479	87.22045907447044	85.36812926779798	
Imagem 35	69.39902240039385	97.06907248474822	93.52240407109083	
Imagem 36	60.320573894524465	97.77969018932873	91.74751586148389	
Imagem 37	70.24050191704426	95.83363558171587	92.52147161776911	
Imagem 38	62.92581644144144	97.40310779015952	92.98605506738022	
Imagem 39	55.04515672038251	97.91550344314163	92.45476240960376	
Imagem 40	63.176778875226766	98.42196831727492	94.47282714259256	
Média 	61.568358451946075	96.80633404712809	92.27712277593075	
