IMAGEM SENSIBILIDADE ESPECIFICIDADE EXATIDÃO 
Imagem 21	72.22877598340315	97.1967119175241	94.4291640364325	
Imagem 22	66.33740138898254	97.31013974380302	93.1720522129235	
Imagem 23	75.08208851685706	89.84948165869218	88.41282624638379	
Imagem 24	66.02638217363885	96.47850178630661	91.2572368272848	
Imagem 25	42.085495114110195	98.612031514616	90.59629611240753	
Imagem 26	55.48986486486487	98.35787934788763	93.08736619215956	
Imagem 27	69.81543682260465	96.5162841054491	93.04163662581111	
Imagem 28	69.54709293214229	96.81644782599533	92.8919722318702	
Imagem 29	63.69688591385332	97.65099632823137	93.43541102077687	
Imagem 30	45.52946664593376	99.22306339374475	92.99798538843244	
Imagem 31	74.57199131357002	93.73534156020227	92.02534440724101	
Imagem 32	66.7437264625825	97.87652802337203	94.11420125808836	
Imagem 33	70.54874599283426	97.33118477593615	94.13230027703327	
Imagem 34	77.15901675005439	85.33102073953798	84.1457643161382	
Imagem 35	74.55427787741323	96.6265122531279	93.79735595451125	
Imagem 36	65.84655046797063	97.46127366609294	92.37024268295984	
Imagem 37	75.22133147438132	94.71445299951294	92.19172891631482	
Imagem 38	69.43271396396396	97.01631460557955	93.48244597634817	
Imagem 39	63.29378431025323	97.6740699381682	93.29477630457045	
Imagem 40	68.67163878250354	98.20067760741502	94.89201776139562	
Média 	66.59413338759589	96.19894568955975	92.38840623745415	
