IMAGEM SENSIBILIDADE ESPECIFICIDADE EXATIDÃO 
Imagem 21	41.85819468738559	99.46246646754261	93.07737397420868	
Imagem 22	37.42498820039108	99.80816419896857	91.4735106795067	
Imagem 23	46.01581649169865	98.85665869218501	93.71600311342868	
Imagem 24	40.13296195080933	99.55845328142078	89.36946678380752	
Imagem 25	17.0098990992138	99.70231520927346	87.97613190642335	
Imagem 26	25.53246180963572	99.72459732010027	90.60286329590551	
Imagem 27	39.50967831296098	99.24057583622132	91.46764599855803	
Imagem 28	41.92446325027425	99.71810651885261	91.4007208166248	
Imagem 29	33.556461001164145	99.61683650315607	91.41508581752484	
Imagem 30	14.367905457938113	99.9755295557085	90.05043289360417	
Imagem 31	48.8561183778597	97.85603309220096	93.48363924777944	
Imagem 32	37.809015996122156	99.64941954332282	92.17615039382852	
Imagem 33	41.384122194983966	99.53550235318191	92.58992319646839	
Imagem 34	47.54342894434259	97.59708149257193	90.33736731796363	
Imagem 35	46.94939691247318	99.4959156240306	92.76065213177857	
Imagem 36	37.7711147228605	99.3577882960413	89.4402678627835	
Imagem 37	49.721157197629836	99.35698815531767	92.93331168128181	
Imagem 38	35.63133445945946	99.34172764175091	91.1794807056776	
Imagem 39	27.678413316805383	99.72961515395909	90.55187379039353	
Imagem 40	36.46039105019149	99.70952414866666	92.62260648028946	
Média 	37.356866171709996	99.36466495422364	91.43122540439184	
